sku,product_name,category,units_sold,ending_inventory,sell_through_rate,inventory_turnover
20701,PINK CAT FLORAL CUSHION COVER ,other,25,71,0.2604166666666667,0.2994011976047904
84803B,WHITE ALLIUM  ARTIFICIAL FLOWER,home decor,17,48,0.26153846153846155,0.3008849557522124
81953B,ROUND BLUE CLOCK WITH SUCKER,home decor,11,31,0.2619047619047619,0.3013698630136986
90003C,MIDNIGHT BLUE PAIR HEART HAIR SLIDE,home decor,32,90,0.26229508196721313,0.3018867924528302
90118,PINK DAISY BAG CHARM,bags,30,84,0.2631578947368421,0.30303030303030304
72369A,PINK CLEAR GLASS CANDLE PLATE,home decor,30,84,0.2631578947368421,0.30303030303030304
90157,RIVIERA NECKLACE,other,10,28,0.2631578947368421,0.30303030303030304
90029,NEW BAROQUE SMALL NECKLACE BLACK,other,5,14,0.2631578947368421,0.30303030303030304
84016,FLAG OF ST GEORGE CAR FLAG,other,27,75,0.2647058823529412,0.3050847457627119
90168,2 DAISIES HAIR COMB,other,18,50,0.2647058823529412,0.3050847457627119
85189,HANGING BUTTERFLY  EGG,other,9,25,0.2647058823529412,0.3050847457627119
90129C,GREEN GLASS TASSLE BAG CHARM,kitchen,35,97,0.26515151515151514,0.3056768558951965
84707B,PINK JEWELLED MIRROR TRINKET TRAY,home decor,34,94,0.265625,0.3063063063063063
84086B,YELLOW/BLUE RETRO RADIO,other,16,44,0.26666666666666666,0.3076923076923077
79329,PINK FLOCK GLASS CANDLEHOLDER,home decor,12,33,0.26666666666666666,0.3076923076923077
90064B,BLACK VINTAGE  CRYSTAL EARRINGS,other,12,33,0.26666666666666666,0.3076923076923077
84968e,SET OF 16 VINTAGE BLACK CUTLERY,kitchen,8,22,0.26666666666666666,0.3076923076923077
90124A,PINK MURANO TWIST NECKLACE,other,8,22,0.26666666666666666,0.3076923076923077
84660a,WHITE STITCHED WALL CLOCK,home decor,4,11,0.26666666666666666,0.3076923076923077
37489B,BLUE/YELLOW FLOWER DESIGN BIG MUG,home decor,31,85,0.2672413793103448,0.30845771144278605
21392,RED POLKADOT PUDDING BOWL,kitchen,34,93,0.2677165354330709,0.3090909090909091
44092C,PURPLE/COPPER HANGING LAMPSHADE,home decor,22,60,0.2682926829268293,0.30985915492957744
90000B,MIDNIGHT BLUE COPPER FLOWER NECKLAC,home decor,11,30,0.2682926829268293,0.30985915492957744
21269,ANTIQUE CREAM CUTLERY SHELF ,home decor,29,79,0.26851851851851855,0.31016042780748665
21336,GOLD WASHBAG,bags,27,73,0.27,0.31213872832369943
90190C,SILVER/AMETHYST DROP EARRINGS LEAF,other,20,54,0.2702702702702703,0.3125
35271S,GOLD PRINT PAPER BAG,bags,19,51,0.2714285714285714,0.3140495867768595
90003B,ROSE COLOUR PAIR HEART HAIR SLIDES,home decor,15,40,0.2727272727272727,0.3157894736842105
16207B,PINK HEART RED HANDBAG,home decor,29,77,0.27358490566037735,0.31693989071038253
84270,ASSTD DESIGN BUBBLE GUM RING,home decor,17,45,0.27419354838709675,0.3177570093457944
90130C,GREEN STONE/CRYSTAL EARRINGS,other,14,37,0.27450980392156865,0.3181818181818182
90214T,"LETTER ""T"" BLING KEY RING",other,24,63,0.27586206896551724,0.32
90059B,DIAMANTE HAIR GRIP PACK/2 BLACK DIA,sets,16,42,0.27586206896551724,0.32
23607,SET 10 CARDS HATS & STOCKINGS 17081,gift/decorative,8,21,0.27586206896551724,0.32
35443,RASTA IN BATH W SPLIFF ASHTRAY,kitchen,8,21,0.27586206896551724,0.32
84910A,PINK PAISLEY CUSHION COVER ,other,26,68,0.2765957446808511,0.32098765432098764
21364,PEACE SMALL WOOD LETTERS,other,30,78,0.2777777777777778,0.3225806451612903
90120D,WHITE MURANO TWIST BRACELET,other,10,26,0.2777777777777778,0.3225806451612903
90122A,PINK CRYSTAL+GLASS BRACELET,kitchen,22,57,0.27848101265822783,0.3235294117647059
72812,LARGE ZINC GLASS CANDLEHOLDER,home decor,34,88,0.2786885245901639,0.3238095238095238
84685,BEACH HUT KEY CABINET,other,34,88,0.2786885245901639,0.3238095238095238
90161A,ANT COPPER RED BOUDICCA BRACELET,other,24,62,0.27906976744186046,0.32432432432432434
46115B,GREEN POP ART MAO CUSHION COVER ,other,12,31,0.27906976744186046,0.32432432432432434
20662,FIRST CLASS HOLIDAY PURSE ,bags,31,80,0.27927927927927926,0.32460732984293195
84906,PINK B'FLY C/COVER W BOBBLES,other,35,90,0.28,0.32558139534883723
90036E,"FLOWER GLASS GARLD NECKL36""AMETHYST",home decor,14,36,0.28,0.32558139534883723
90059E,DIAMANTE HAIR GRIP PACK/2 RUBY,sets,25,64,0.2808988764044944,0.32679738562091504
85014a,BLACK/BLUE POLKADOT UMBRELLA,other,18,46,0.28125,0.32727272727272727
23625,SET 6 CARDS SPARKLY REINDEER 17262,gift/decorative,9,23,0.28125,0.32727272727272727
44089C,LILAC GAUZE BUTTERFLY LAMPSHADE,home decor,24,61,0.2823529411764706,0.3287671232876712
84510E,SET OF 4 GREEN CAROUSEL COASTERS,sets,34,85,0.2857142857142857,0.3333333333333333
90063A,WHITE VINT ART DECO CRYSTAL NECKLAC,other,12,30,0.2857142857142857,0.3333333333333333
90141A,GREEN PENDANT TRIPLE SHELL NECKLACE,stationery,12,30,0.2857142857142857,0.3333333333333333
35809B,ENAMEL BLUE RIM TEA CONTAINER,kitchen,8,20,0.2857142857142857,0.3333333333333333
90043,COPPER AND BRASS BAG CHARM,bags,4,10,0.2857142857142857,0.3333333333333333
22827,RUSTIC  SEVENTEEN DRAWER SIDEBOARD,home decor,35,87,0.28688524590163933,0.3349282296650718
37471,MULTICOLOUR POLKADOT PLATE,kitchen,29,72,0.2871287128712871,0.3352601156069364
37489D,PINK/GREEN FLOWER DESIGN BIG MUG,home decor,40,99,0.28776978417266186,0.33613445378151263
84549,CROCHET WHITE RABBIT KEYRING ,other,38,94,0.2878787878787879,0.336283185840708
90089,PINK CRYSTAL SKULL PHONE CHARM,other,32,79,0.2882882882882883,0.3368421052631579
16162M,THE KING GIFT BAG 25x24x12cm,bags,28,69,0.28865979381443296,0.3373493975903614
79071B,ENGLISH ROSE METAL WASTE BIN,other,20,49,0.2898550724637681,0.3389830508474576
90038C,GLASS AND BEADS BRACELET IVORY,kitchen,9,22,0.2903225806451613,0.33962264150943394
90063B,BLACK VINT ART DEC CRYSTAL NECKLACE,other,9,22,0.2903225806451613,0.33962264150943394
90147,CHUNKY SILVER NECKLACE PASTEL FLOWE,other,32,78,0.2909090909090909,0.3404255319148936
90182C,BLACK 3 BEAD DROP EARRINGS,other,14,34,0.2916666666666667,0.34146341463414637
84206A,3 BLACK CATS W HEARTS BLANK CARD,home decor,24,58,0.2926829268292683,0.34285714285714286
90204,PAIR OF ENAMEL BUTTERFLY HAIRCLIP,other,29,70,0.29292929292929293,0.3431952662721893
90202B,WHITE ENAMEL FLOWER HAIR TIE,home decor,17,41,0.29310344827586204,0.3434343434343434
90173,PAIR BUTTERFLY HAIR CLIPS,other,32,77,0.29357798165137616,0.34408602150537637
21686,MEDINA STAMPED METAL STOOL,other,35,84,0.29411764705882354,0.3448275862068966
72132,COLUMBIAN CUBE CANDLE,home decor,28,67,0.29473684210526313,0.345679012345679
20798,CLEAR MILKSHAKE GLASS,kitchen,36,86,0.29508196721311475,0.34615384615384615
90214P,"LETTER ""P"" BLING KEY RING",other,39,93,0.29545454545454547,0.3466666666666667
35610B,BLACK CHRISTMAS FLOCK DROPLET ,seasonal,24,57,0.2962962962962963,0.34782608695652173
84247N,PACK/12 BLUE FOLKART CARDS,gift/decorative,22,52,0.2972972972972973,0.3492063492063492
16162L,THE KING GIFT BAG,bags,20,47,0.29850746268656714,0.3508771929824561
90205C,LARGE CRYSTAL DIAMANTE HAIRSLIDE,other,29,68,0.29896907216494845,0.3515151515151515
